respid,fdate,qage,s1,s1a,s1com,s2,q1,q2,q3,q4,q5,q6,q7,d1,d2,d3,d4,d5,d7,d8,d9,d10,d11,d12,d13_1,d13_2,d13_3,d13_4,d13_5,d13_6,d14a,d14b,d14c,d15,sex,party_co,age,race,cong_dis,weight
104087,210621,60,60-64, ,60-64,Yes,Not very Likely,Very important,Somewhat important,Not at all important,Not at all important,Strongly oppose,Not at all favorable,Female,60-64 years,No,Yes,"Married,",Most of the time,Independent,Moderate,Graduate or professional degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$75,000 to less than $100,000",M,S,70,C,1,1.079926
104128,210622,50,50-54, ,50-54,Yes,Very Likely,Extremely important,Extremely important,Very important,Very important,Strongly support,Extremely favorable,Male,50-54 years,No,Yes,"Married,",Always,Independent,Moderate,2-year college degree,Employed full-time,No,White/Caucasian, , , , , ,Yes,No,No,"$150,000 to less than $200,000",M,E,50,C,1,1.123384
104173,210622,78,75+, ,75+,Yes,Extremely likely,Extremely important,Extremely important,Extremely important,Extremely important,Somewhat support,Somewhat favorable,Female,75 + years,No,Yes,"Widowed,",Always,Republican,Conservative,4-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$35,000 to less than $50,000",F,E,77,C,7,1.063092
104269,210622,56,55-59, ,55-59,Yes,Not very Likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Male,55-59 years,No,Yes,"Married,",Always,Democrat,None of the above [DO NOT READ],Graduate or professional degree,"Retired and not working at all,",No,Black/African American, , , , , ,No,No,No,"$75,000 to less than $100,000",M,E,55,B,6,.947932
104343,210621,68,65-69, ,65-69,Yes,Not at all likely,Somewhat important,Very important,Not at all important,Not at all important,Don't know or refused [DO NOT READ],Somewhat favorable,Male,65-69 years,No,Yes,"Married,",Always,Something else,Moderate,"Post high school education, but with no degree","Retired and not working at all,",No,Black/African American, , , , , ,No,No,No,"$15,000 to less than $25,000",M,E,71,B,3,.813331
104397,210622,56,55-59, ,55-59,Yes,Very Likely,Extremely important,Very important,Very important,Extremely important,Somewhat support,Somewhat favorable,Female,55-59 years,No,No,"Married,",Always,Republican,Conservative,2-year college degree,Self-employed full-time,No,White/Caucasian, , , , , ,No,Yes,No,Don't know or refused [DO NOT READ],M,S,60,C,4,1.283263
104436,210622,52,50-54, ,50-54,Yes,Somewhat Likely,Very important,Not at all important,Not at all important,Not at all important,Strongly oppose,Not at all favorable,Male,50-54 years,No,Yes,"Married,",Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Employed full-time,No,White/Caucasian, , , , , ,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],M,S,52,C,1,1.123384
104499,210629,999,Refused [DO NOT READ],75+,75+,Yes,Very Likely,Very important,Very important,Very important,Very important,Somewhat support,Very favorable,Female,75 + years,No,Yes,"Widowed,",Always,Democrat,Moderate,High school graduate or equivalent,Self-employed part-time,No,Black/African American, , , , , ,No,No,No,"Less than $15,000",M,E,58,B,3,.800756
104636,210622,72,70-74, ,70-74,Yes,Somewhat Likely,Very important,Extremely important,Extremely important,Very important,Somewhat support,Somewhat favorable,Female,70-74 years,No,Yes,"Married,",Always,Republican,Conservative,High school graduate or equivalent,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,E,71,C,6,1.062288
104724,210629,57,55-59, ,55-59,Yes,Somewhat Likely,Very important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,55-59 years,No,Yes,Currently Single and never been married,Always,Democrat,Liberal,"Post high school education, but with no degree",Employed part-time,No,Black/African American, , , , , ,No,No,No,"$15,000 to less than $25,000",F,E,58,B,6,.966596
104725,210622,67,65-69, ,65-69,Yes,Don't know or refused [DO NOT READ],Not at all important,Very important,Extremely important,Not at all important,Strongly oppose,Not at all favorable,Female,65-69 years,Yes,Yes,"Widowed,",Always,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,S,71,C,5,1.170382
104754,210622,70,70-74, ,70-74,Yes,Somewhat Likely,Very important,Extremely important,Somewhat important,Extremely important,Strongly support,Somewhat favorable,Female,70-74 years,No,Yes,"Married,",Always,Don't know or refused [DO NOT READ],Conservative,2-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,Yes,No,No,Don't know or refused [DO NOT READ],F,S,70,C,2,1.062288
104772,210622,62,60-64, ,60-64,Yes,Not at all likely,Not at all important,Extremely important,Not very important,Extremely important,Strongly support,Extremely favorable,Male,60-64 years,No,No,"Not married, but living with your partner",Most of the time,Democrat,Moderate,High school graduate or equivalent,Employed full-time,No,White/Caucasian, , , , , ,No,No,No,"$35,000 to less than $50,000",F,S,57,C,1,1.27489
104783,210624,51,50-54, ,50-54,Yes,Very Likely,Very important,Extremely important,Very important,Extremely important,Neither support or oppose [DO NOT READ],Extremely favorable,Male,50-54 years,No,No,"Married,",Always,Democrat,Conservative,High school graduate or equivalent,Self-employed part-time,Yes,White/Caucasian, , , , , ,No,Yes,Yes,"$15,000 to less than $25,000",M,E,67,C,5,.418177
104815,210624,62,60-64, ,60-64,Yes,Not at all likely,Very important,Very important,Very important,Extremely important,Neither support or oppose [DO NOT READ],Somewhat favorable,Female,60-64 years,Yes,Yes,"Widowed,",Always,Democrat,Moderate,"Post high school education, but with no degree",Not in the labor force for other reasons,Don't know or refused [DO NOT READ],Black/African American, , , , , ,No,No,No,"Less than $15,000",F,E,61,B,5,.813436
104937,210626,77,75+, ,75+,Yes,Not at all likely,Somewhat important,Somewhat important,Somewhat important,Extremely important,Strongly support,Somewhat favorable,Male,75 + years,No,Yes,"Married,",Always,Republican,Conservative,2-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$25,000 to less than $35,000",M,E,77,C,3,.995835
104939,210622,56,55-59, ,55-59,Yes,Somewhat Likely,Extremely important,Very important,Extremely important,Very important,Strongly support,Extremely favorable,Male,55-59 years,No,Yes,"Married,",Most of the time,Democrat,Moderate,High school graduate or equivalent,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,S,80,C,7,1.258484
104956,210622,51,50-54, ,50-54,Yes,Somewhat Likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Male,50-54 years,Yes,Yes,"Divorced,",Always,Independent,Liberal,4-year college degree,Self-employed full-time,No,White/Caucasian, , , , , ,Yes,Yes,Yes,Don't know or refused [DO NOT READ],M,E,51,C,6,1.123384
104962,210626,70,70-74, ,70-74,Yes,Not very Likely,Extremely important,Very important,Very important,Not at all important,Strongly oppose,Somewhat favorable,Male,70-74 years,No,Yes,"Divorced,",Always,Independent,Conservative,"Post high school education, but with no degree",Employed full-time,No,White/Caucasian, , , , , ,Yes,Yes,No,"$35,000 to less than $50,000",M,S,70,C,1,.938621
104968,210626,73,70-74, ,70-74,Yes,Not at all likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Male,70-74 years,No,Yes,"Divorced,",Always,Republican,Moderate,Graduate or professional degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],M,S,73,C,1,.938621
104969,210622,50,50-54, ,50-54,Yes,Don't know or refused [DO NOT READ],Very important,Extremely important,Somewhat important,Extremely important,Strongly support,Extremely favorable,Male,50-54 years,No,Yes,"Married,",Always,Republican,Conservative,"0 to 12th grade, but with no diploma",Self-employed full-time,No,White/Caucasian, , , , , ,No,No,No,"$60,000 to less than $75,000",M,S,57,C,1,1.123384
104986,210624,78,75+, ,75+,Yes,Very Likely,Extremely important,Very important,Extremely important,Extremely important,Strongly support,Extremely favorable,Male,75 + years,No,Yes,"Widowed,",Most of the time,Democrat,Conservative,"0 to 12th grade, but with no diploma",Self-employed full-time,No,Black/African American, , , , , ,No,No,No,"$100,000 to less than $125,000",M,S,67,C,2,.750096
104988,210622,76,75+, ,75+,Yes,Somewhat Likely,Somewhat important,Very important,Extremely important,Extremely important,Strongly support,Somewhat favorable,Female,75 + years,Yes,Yes,"Widowed,",Always,Republican,Conservative,"Post high school education, but with no degree","Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$35,000 to less than $50,000",F,S,76,C,2,1.063092
105077,210624,60,60-64, ,60-64,Yes,Not very Likely,Extremely important,Very important,Extremely important,Very important,Strongly support,Very favorable,Female,60-64 years,No,Yes,"Married,",Always,Republican,Conservative,4-year college degree,Employed full-time,No,Asian, , , , , ,No,No,No,"$50,000 to less than $60,000",F,S,60, ,5,.402
105135,210623,70,70-74, ,70-74,Yes,Not very Likely,Very important,Somewhat important,Don't know or refused [DO NOT READ],Somewhat important,Neither support or oppose [DO NOT READ],Not very favorable,Female,70-74 years,Yes,Yes,"Divorced,",Always,Republican,Conservative,4-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,E,70,C,7,1.062288
105142,210621,73,70-74, ,70-74,Yes,Don't know or refused [DO NOT READ],Very important,Very important,Very important,Very important,Strongly support,Very favorable,Male,70-74 years,Yes,Yes,"Married,",Always,Republican,Conservative,High school graduate or equivalent,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,Yes,No,"Less than $15,000",M,S,73,C,3,.938621
105147,210622,58,55-59, ,55-59,Yes,Extremely likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Male,55-59 years,No,Yes,"Married,",Always,Democrat,Moderate,2-year college degree,Employed full-time,Yes,Pacific Islander/Native Hawaiian/Other Race, , , , , ,No,Yes,Yes,"$75,000 to less than $100,000",M,U,58,C,3,.468468
105251,210622,58,55-59, ,55-59,Yes,Extremely likely,Extremely important,Extremely important,Extremely important,Very important,Somewhat oppose,Somewhat favorable,Female,55-59 years,No,No,"Married,",Always,Republican,Conservative,2-year college degree,"Unemployed, but looking for work",Yes,White/Caucasian, , , , , ,Yes,No,No,Don't know or refused [DO NOT READ],F,S,58,H,4,.477692
105342,210622,62,60-64, ,60-64,Yes,Don't know or refused [DO NOT READ],Very important,Very important,Very important,Extremely important,Somewhat oppose,Not at all favorable,Female,60-64 years,Yes,Yes,"Married,",Always,Democrat,Liberal,High school graduate or equivalent,"Unemployed, but looking for work",No,Black/African American, , , , , ,Yes,Yes,No,"Less than $15,000",F,E,64,B,6,.813436
105351,210622,63,60-64, ,60-64,Yes,Extremely likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,60-64 years,Yes,Yes,"Widowed,",Always,Democrat,Don't know or refused [DO NOT READ],High school graduate or equivalent,"Retired and not working at all,",No,Black/African American, , , , , ,No,No,No,"Less than $15,000",F,E,63,B,2,.813436
105556,210629,53,50-54, ,50-54,Yes,Somewhat Likely,Extremely important,Extremely important,Very important,Very important,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Male,50-54 years,No,Yes,"Married,",Don't know or refused [DO NOT READ],Republican,Conservative,4-year college degree,Employed full-time,No,White/Caucasian, , , , , ,No,Yes,No,"$35,000 to less than $50,000",F,S,52,C,5,1.123384
105618,210623,70,70-74, ,70-74,Yes,Not at all likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,70-74 years,No,No,"Married,",Always,Republican,Conservative,Graduate or professional degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$125,000 to less than $150,000",F,S,71,C,1,1.062288
105660,210624,55,55-59, ,55-59,Yes,Not at all likely,Not very important,Somewhat important,Not very important,Not very important,Strongly oppose,Not at all favorable,Male,55-59 years,No,Yes,"Married,",Always,Independent,Conservative,4-year college degree,Self-employed full-time,No,White/Caucasian, , , , , ,No,No,No,"$100,000 to less than $125,000",M,S,65,C,4,1.258484
105678,210621,71,70-74, ,70-74,Yes,Not at all likely,Very important,Very important,Very important,Very important,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Male,70-74 years,No,Yes,"Married,",Always,Independent,Moderate,Graduate or professional degree,Employed full-time,No,White/Caucasian, , , , , ,No,No,No,"$200,000 or more",M,S,71,C,1,.938621
105690,210629,52,50-54, ,50-54,Yes,Somewhat Likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,50-54 years,No,Yes,"Married,",Most of the time,Something else,Moderate,4-year college degree,Self-employed part-time,No,White/Caucasian, , , , , ,No,Yes,No,"$50,000 to less than $60,000",M,S,52,C,5,1.225328
105693,210625,63,60-64, ,60-64,Yes,Not very Likely,Very important,Somewhat important,Don't know or refused [DO NOT READ],Somewhat important,Strongly oppose,Not very favorable,Female,60-64 years,Yes,Yes,"Married,",Always,Independent,Moderate,2-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$200,000 or more",F,S,63,C,1,1.079926
